crop_type,state,year,month,avg_price_per_tonne,min_price_per_tonne,max_price_per_tonne
Maize,Madhya Pradesh,2024,8,19108.2,17540.02,20962.65
Maize,Madhya Pradesh,2022,6,18042.27,16490.72,19837.1
Maize,Punjab,2020,2,18686.82,17470.56,21255.7
Sugarcane,Karnataka,2023,3,4045.59,3693.79,4369.73
Cotton,Punjab,2021,4,60454.48,51498.58,68849.45
Maize,Maharashtra,2024,5,19757.86,17192.23,21208.47
Sugarcane,Uttar Pradesh,2020,1,3960.09,3572.5,4226.25
Maize,Madhya Pradesh,2021,1,19439.63,16834.0,20810.48
Cotton,Uttar Pradesh,2021,10,49008.44,45521.74,52278.26
Cotton,Punjab,2020,2,61175.78,57970.07,66260.8
Sugarcane,Madhya Pradesh,2024,3,4107.57,3540.17,4547.24
Cotton,Punjab,2022,9,50779.52,46323.7,54918.34
Rice,Uttar Pradesh,2021,8,19149.27,17314.54,20281.46
Cotton,Maharashtra,2022,8,53438.99,50580.17,57502.48
Wheat,Madhya Pradesh,2021,10,22720.57,19354.42,25096.25
Rice,Punjab,2024,8,19580.82,17023.05,21072.39
Maize,Punjab,2024,12,18967.23,17094.39,20542.65
Cotton,Karnataka,2021,6,58072.58,54005.05,64348.02
Wheat,Punjab,2022,10,21746.45,20165.68,23557.22
Sugarcane,Maharashtra,2021,6,3407.44,3082.4,3650.73
Wheat,Madhya Pradesh,2024,4,26673.03,23940.45,28855.35
Maize,Punjab,2022,7,17838.32,16918.16,18765.74
Wheat,Karnataka,2023,1,23912.93,21997.57,25713.36
Cotton,Punjab,2023,1,58620.48,55309.7,61620.47
Maize,Uttar Pradesh,2022,9,16407.39,14910.85,18050.42
Cotton,Uttar Pradesh,2020,3,66092.13,60600.4,75624.83
Rice,Punjab,2023,4,23329.27,21750.08,24593.65
Maize,Madhya Pradesh,2022,9,15339.53,13514.35,16798.84
Wheat,Karnataka,2024,10,20553.55,18260.17,22469.83
Cotton,Maharashtra,2020,10,50131.47,45738.66,56799.87
Wheat,Madhya Pradesh,2024,12,24660.64,21850.47,26955.12
Cotton,Madhya Pradesh,2020,1,57538.61,54233.19,65185.09
Wheat,Karnataka,2022,2,23943.69,20613.12,25399.76
Rice,Karnataka,2022,9,18191.14,16588.67,19362.09
Rice,Madhya Pradesh,2020,11,20360.25,18369.78,21392.96
Rice,Punjab,2023,9,19500.25,17519.1,22382.91
Rice,Maharashtra,2020,3,20819.77,19516.67,22608.34
Cotton,Madhya Pradesh,2021,11,58847.29,55363.74,63176.61
Sugarcane,Punjab,2023,12,3404.36,3202.91,3679.94
Maize,Madhya Pradesh,2024,10,18009.52,16168.73,19312.5
Rice,Madhya Pradesh,2022,1,24512.56,22565.27,26205.91
Maize,Punjab,2023,2,18494.57,17487.77,19472.25
Maize,Punjab,2024,4,20261.7,17627.13,21765.75
Rice,Maharashtra,2020,1,19553.5,17581.23,22237.15
Rice,Madhya Pradesh,2021,6,21134.92,19469.62,23417.41
Sugarcane,Karnataka,2022,8,3434.86,2976.79,3876.71
Rice,Uttar Pradesh,2022,10,18439.87,16134.99,20130.9
Maize,Madhya Pradesh,2020,10,18590.08,16036.82,20571.12
Cotton,Karnataka,2022,4,62287.42,53829.17,69791.78
Maize,Madhya Pradesh,2022,6,19312.46,17358.22,22069.16
Maize,Madhya Pradesh,2020,9,18286.04,16495.82,20091.97
Rice,Punjab,2020,3,24185.86,20816.49,27381.08
Maize,Uttar Pradesh,2020,6,19370.41,17308.44,20479.07
Rice,Uttar Pradesh,2024,4,22057.91,18970.61,24558.79
Cotton,Uttar Pradesh,2020,11,57815.6,54231.79,65838.98
Sugarcane,Maharashtra,2023,9,3067.62,2792.01,3407.0
Rice,Punjab,2022,3,23561.19,20887.05,26870.3
Sugarcane,Punjab,2024,7,2824.24,2682.33,3104.83
Maize,Madhya Pradesh,2022,9,17763.44,15415.82,19563.0
Sugarcane,Karnataka,2022,6,3807.55,3536.67,4267.51
Sugarcane,Madhya Pradesh,2020,1,4079.64,3571.41,4635.32
Wheat,Punjab,2022,3,24606.08,21236.17,28236.97
Wheat,Karnataka,2020,9,21088.24,19756.15,24026.33
Rice,Maharashtra,2020,3,22107.7,20220.59,24418.76
Wheat,Punjab,2023,10,21594.68,18466.06,24284.3
Rice,Madhya Pradesh,2021,7,22726.47,20459.82,24980.51
Cotton,Maharashtra,2023,5,57969.04,50269.53,62483.17
Maize,Karnataka,2023,12,18721.4,17734.74,19944.12
Wheat,Karnataka,2020,4,24848.26,21790.11,27558.19
Cotton,Karnataka,2024,8,50287.34,46735.63,56750.28
Rice,Maharashtra,2021,5,21343.16,18648.2,23026.42
Rice,Karnataka,2020,1,21753.37,19400.23,24057.71
Cotton,Punjab,2021,7,53954.65,46872.62,59070.77
Sugarcane,Uttar Pradesh,2023,9,2986.86,2772.09,3387.23
Sugarcane,Maharashtra,2022,2,3972.33,3505.03,4504.09
Rice,Punjab,2020,6,19967.36,18785.07,21690.92
Sugarcane,Maharashtra,2024,11,3707.5,3257.84,4078.52
Maize,Karnataka,2022,3,19147.83,17604.02,21559.62
Sugarcane,Madhya Pradesh,2024,6,3678.68,3440.66,4220.5
Wheat,Maharashtra,2020,3,25205.48,22418.4,28172.37
Cotton,Maharashtra,2024,10,47522.48,42656.09,54621.26
Wheat,Punjab,2023,3,24492.74,21435.53,26624.39
Rice,Punjab,2020,3,23778.59,20259.92,26213.5
Maize,Punjab,2023,10,19809.62,18767.7,22605.66
Wheat,Uttar Pradesh,2022,5,24768.16,21453.47,26920.22
Maize,Punjab,2021,8,15077.72,14020.01,16621.74
Rice,Uttar Pradesh,2020,12,19774.78,17939.88,22450.33
Rice,Madhya Pradesh,2023,9,19116.83,17614.08,20905.09
Sugarcane,Karnataka,2023,7,3571.54,3141.04,3767.98
Wheat,Madhya Pradesh,2022,5,22510.6,19700.18,25199.88
Maize,Punjab,2024,6,18184.11,16855.73,19538.44
Cotton,Uttar Pradesh,2023,3,58859.19,51481.06,61855.16
Maize,Karnataka,2024,11,19078.02,16665.55,20294.68
Cotton,Karnataka,2022,6,55209.33,49846.46,61227.79
Maize,Karnataka,2024,2,21072.62,18539.78,22200.14
Rice,Punjab,2024,6,19535.71,18160.98,21355.92
Rice,Maharashtra,2021,7,20135.62,18027.42,22175.12
Maize,Uttar Pradesh,2024,12,17816.33,15360.5,19697.84
Sugarcane,Maharashtra,2024,3,4015.27,3544.27,4393.71
Rice,Maharashtra,2023,2,21643.68,19739.64,23903.71
Maize,Madhya Pradesh,2022,6,21429.62,19800.53,24013.9
Rice,Uttar Pradesh,2021,5,23814.08,22322.27,26034.2
Cotton,Maharashtra,2022,6,56037.47,49944.87,63121.98
Maize,Madhya Pradesh,2021,11,17818.59,16735.42,18764.37
Maize,Punjab,2023,1,19402.97,17944.64,21845.4
Rice,Punjab,2022,12,18975.83,16756.86,20096.01
Cotton,Karnataka,2023,10,58507.99,53023.77,64236.16
Rice,Karnataka,2024,9,19322.07,17849.64,21770.71
Maize,Uttar Pradesh,2023,7,17018.12,16006.18,18565.87
Cotton,Punjab,2020,9,48220.45,43086.85,52569.45
Cotton,Karnataka,2020,6,56944.47,51681.2,63113.76
Wheat,Karnataka,2021,6,23392.37,20128.72,26569.74
Rice,Maharashtra,2020,11,20662.93,18203.55,23703.06
Maize,Punjab,2022,8,16625.91,14209.47,18629.52
Wheat,Uttar Pradesh,2021,5,23756.25,22212.8,25975.25
Rice,Maharashtra,2022,6,20150.14,18397.09,22861.18
Rice,Maharashtra,2023,3,22712.48,19979.71,24652.73
Rice,Uttar Pradesh,2020,2,22750.11,20269.98,26141.7
Sugarcane,Uttar Pradesh,2022,9,3246.03,2912.43,3588.11
Cotton,Madhya Pradesh,2023,3,59867.65,51336.64,68223.09
Wheat,Maharashtra,2023,9,20165.61,18759.41,21455.25
Cotton,Punjab,2020,7,54900.68,48911.81,59040.31
Wheat,Madhya Pradesh,2022,10,23114.84,21634.86,25889.06
Rice,Karnataka,2023,2,25229.42,21674.76,27686.56
Wheat,Punjab,2021,2,25434.64,22112.11,27236.39
Wheat,Madhya Pradesh,2022,2,26538.43,23629.17,28416.69
Wheat,Uttar Pradesh,2022,9,20874.7,19097.73,23737.01
Sugarcane,Punjab,2020,10,3360.34,3036.59,3781.01
Sugarcane,Uttar Pradesh,2022,12,3707.01,3202.88,4021.47
Cotton,Uttar Pradesh,2024,12,57886.43,54581.56,65841.74
Maize,Uttar Pradesh,2021,6,16523.37,14267.15,17635.05
Wheat,Punjab,2021,9,18695.08,17040.14,21317.58
Rice,Maharashtra,2024,6,19071.73,18046.23,21271.85
Wheat,Maharashtra,2023,12,22101.89,19247.05,24366.65
Sugarcane,Uttar Pradesh,2024,1,4039.5,3657.8,4541.39
Cotton,Uttar Pradesh,2020,12,55579.55,49265.87,63691.05
Cotton,Uttar Pradesh,2021,10,48799.48,43645.99,54924.27
Rice,Punjab,2020,3,21602.62,19597.62,24614.68
Rice,Madhya Pradesh,2020,3,24655.8,22129.07,28218.85
Rice,Madhya Pradesh,2021,11,20753.87,18434.34,23731.13
Cotton,Karnataka,2023,8,56454.8,50426.09,62319.43
Maize,Maharashtra,2024,11,18946.87,16996.3,19985.1
Rice,Punjab,2024,9,16654.04,15624.9,18226.84
Wheat,Punjab,2023,10,19333.02,16439.62,20773.89
Maize,Madhya Pradesh,2022,6,19674.69,18109.74,20853.59
Sugarcane,Madhya Pradesh,2023,8,3441.31,2995.52,3675.84
Wheat,Maharashtra,2023,2,24007.49,20439.93,27060.78
Cotton,Maharashtra,2024,6,55790.0,48471.47,60171.07
Cotton,Maharashtra,2023,11,54845.22,49228.67,62821.61
Wheat,Uttar Pradesh,2022,5,24937.55,22292.79,26927.19
Sugarcane,Maharashtra,2023,4,3644.59,3264.06,3852.77
Cotton,Maharashtra,2022,2,58011.82,53518.29,61308.91
Sugarcane,Punjab,2024,12,3699.68,3498.08,3956.07
Rice,Madhya Pradesh,2021,1,22837.63,21622.35,25070.9
Cotton,Uttar Pradesh,2022,2,62689.79,57846.36,68148.26
Wheat,Uttar Pradesh,2023,6,22619.81,19601.76,25972.17
Cotton,Maharashtra,2022,8,46630.1,40084.38,51709.11
Rice,Maharashtra,2023,4,22397.39,20520.91,23777.47
Sugarcane,Maharashtra,2020,8,3583.57,3244.93,3865.67
Wheat,Madhya Pradesh,2020,9,20409.71,17371.02,21924.78
Sugarcane,Uttar Pradesh,2020,5,3712.65,3407.76,3984.08
Maize,Karnataka,2022,2,21638.95,19894.33,23574.83
Rice,Uttar Pradesh,2023,4,22624.72,20073.71,24787.05
Cotton,Uttar Pradesh,2020,12,58460.57,51820.34,66366.57
Wheat,Madhya Pradesh,2020,7,21356.75,19768.99,23728.45
Sugarcane,Uttar Pradesh,2024,12,3428.45,3180.28,3766.64
Rice,Madhya Pradesh,2020,8,19163.45,16719.63,20495.64
Wheat,Punjab,2022,12,22965.95,20046.95,25323.73
Maize,Maharashtra,2021,11,16580.49,14842.1,18370.54
Cotton,Punjab,2023,4,60073.58,53624.34,66718.88
Rice,Maharashtra,2024,8,18235.47,16517.26,20334.99
Cotton,Punjab,2024,4,62105.41,53923.96,69871.84
Rice,Madhya Pradesh,2023,12,20615.37,18222.11,23109.61
Maize,Punjab,2024,12,18258.16,16806.7,19585.29
Sugarcane,Madhya Pradesh,2020,9,3304.83,3071.93,3678.53
Rice,Uttar Pradesh,2022,3,21100.12,18953.08,23415.54
Sugarcane,Uttar Pradesh,2020,9,3462.23,3106.47,3877.11
Maize,Uttar Pradesh,2024,6,17484.83,15236.17,18369.22
Cotton,Maharashtra,2023,3,59659.51,52506.08,67110.49
Sugarcane,Maharashtra,2023,11,3219.94,3045.76,3542.71
Rice,Karnataka,2022,5,22853.54,21521.13,25611.43
Cotton,Karnataka,2024,6,57111.17,49800.89,60017.07
Maize,Punjab,2020,12,18568.56,17113.02,20136.56
Cotton,Maharashtra,2022,3,58755.74,54756.44,62461.45
Rice,Uttar Pradesh,2021,8,20127.51,17457.34,21819.99
Cotton,Maharashtra,2024,1,52951.91,49052.78,56112.88
Sugarcane,Madhya Pradesh,2020,9,3217.32,2847.72,3647.55
Cotton,Uttar Pradesh,2024,3,60494.61,56117.17,67124.38
Rice,Maharashtra,2021,12,18557.29,16969.46,20890.89
Sugarcane,Madhya Pradesh,2024,1,4080.75,3831.72,4570.57
Rice,Maharashtra,2021,9,19697.62,17140.28,21529.0
Wheat,Punjab,2023,4,23631.13,22342.38,25116.53
Maize,Punjab,2023,9,16515.76,15190.31,18177.63
Cotton,Punjab,2022,5,59128.51,51612.94,62804.07
Wheat,Maharashtra,2023,6,23296.73,20648.81,25056.63
Rice,Madhya Pradesh,2023,11,21046.98,19100.04,23972.37
Cotton,Karnataka,2022,12,58320.79,53368.65,64008.5
Wheat,Karnataka,2022,12,23216.71,21750.87,25054.49
Maize,Punjab,2024,11,18488.7,15953.55,20994.5
Wheat,Madhya Pradesh,2023,5,25968.82,24508.92,27406.53
Rice,Punjab,2023,6,20608.49,18549.64,22411.66
Maize,Karnataka,2022,10,18535.04,16274.86,20493.82
Rice,Karnataka,2023,4,23563.45,21698.94,25058.39
Rice,Madhya Pradesh,2023,2,23881.0,22566.44,25885.88
Rice,Madhya Pradesh,2023,4,24685.28,21249.45,27169.86
Sugarcane,Madhya Pradesh,2023,4,3712.59,3180.15,4129.2
Maize,Madhya Pradesh,2021,9,17883.91,16247.93,19280.43
Wheat,Uttar Pradesh,2020,9,20299.49,18167.49,22418.27
Wheat,Maharashtra,2021,2,24517.82,21085.89,28029.17
Sugarcane,Karnataka,2022,10,3266.27,2902.83,3625.63
Maize,Maharashtra,2022,9,16011.56,14432.26,17924.21
Rice,Punjab,2020,8,18537.31,17275.35,19612.28
Sugarcane,Karnataka,2023,9,3304.34,3091.37,3499.92
Rice,Maharashtra,2022,9,17563.74,16004.45,18710.45
Cotton,Punjab,2024,10,54123.92,46363.46,57998.86
Rice,Punjab,2022,12,20015.82,18043.03,22195.06
Cotton,Maharashtra,2022,1,55654.13,51701.95,62089.08
Maize,Uttar Pradesh,2024,10,15819.59,14196.2,17266.32
Wheat,Madhya Pradesh,2022,7,24499.52,22887.86,26287.99
Maize,Uttar Pradesh,2021,8,17295.65,16187.08,18293.14
Rice,Punjab,2023,5,21253.19,18291.32,23368.25
Maize,Punjab,2020,9,15176.49,13987.86,16838.19
Cotton,Uttar Pradesh,2023,7,56337.91,49717.21,59297.74
Sugarcane,Maharashtra,2024,9,3011.75,2811.31,3288.92
Rice,Madhya Pradesh,2023,8,20422.2,18537.39,23226.06
Cotton,Madhya Pradesh,2022,7,55496.29,48331.1,62572.88
Maize,Karnataka,2023,1,20898.84,18669.1,22345.13
Sugarcane,Punjab,2022,8,3526.03,3106.8,3815.17
Maize,Punjab,2021,11,18473.84,16329.94,20654.05
Rice,Madhya Pradesh,2021,10,20238.68,17655.04,21414.24
Rice,Madhya Pradesh,2024,3,23143.93,21697.28,26288.61
Maize,Karnataka,2023,2,22187.72,20095.56,25189.62
Rice,Madhya Pradesh,2020,5,21909.58,19313.42,24152.4
Wheat,Punjab,2021,4,21960.16,20623.79,23422.44
Maize,Madhya Pradesh,2023,8,17557.94,15186.76,19448.77
Maize,Madhya Pradesh,2024,5,19432.18,17276.6,22243.17
Sugarcane,Karnataka,2021,6,3808.26,3330.94,4253.2
Cotton,Punjab,2022,5,57926.18,54667.98,65089.66
Rice,Maharashtra,2022,11,20647.88,18496.22,22855.83
Cotton,Uttar Pradesh,2021,1,62250.18,58382.56,67584.33
Rice,Maharashtra,2022,8,19931.94,17539.88,21354.76
Sugarcane,Karnataka,2024,2,4098.66,3754.59,4555.51
Sugarcane,Karnataka,2023,3,4220.75,3946.07,4634.5
Rice,Madhya Pradesh,2023,1,22337.7,21057.1,25015.22
Sugarcane,Maharashtra,2024,1,3832.87,3356.51,4240.72
Cotton,Maharashtra,2021,8,47145.53,42861.15,50986.88
Wheat,Madhya Pradesh,2024,2,25930.47,22176.64,29686.9
Sugarcane,Punjab,2024,5,3901.02,3579.6,4235.33
Cotton,Madhya Pradesh,2020,2,65443.91,58982.55,73138.46
Maize,Punjab,2023,2,20409.5,18160.13,23375.03
Wheat,Punjab,2022,6,22661.91,20855.26,23890.2
Wheat,Uttar Pradesh,2024,11,21697.98,19442.1,24012.0
Maize,Maharashtra,2020,12,18815.15,16273.95,20638.65
Sugarcane,Punjab,2021,12,3848.6,3578.73,4404.8
Cotton,Madhya Pradesh,2023,5,60753.72,55337.55,65338.36
Sugarcane,Madhya Pradesh,2024,6,4085.25,3850.07,4580.54
Cotton,Madhya Pradesh,2022,8,56080.7,49734.47,62883.45
Cotton,Madhya Pradesh,2020,12,59092.42,52629.62,63032.93
Maize,Maharashtra,2022,11,16692.58,14227.23,17749.86
Cotton,Madhya Pradesh,2021,8,57302.04,54369.34,62151.88
Wheat,Maharashtra,2022,4,24528.52,22319.43,28053.62
Sugarcane,Karnataka,2022,9,3430.58,3174.99,3632.63
Wheat,Madhya Pradesh,2024,1,24067.35,22530.05,27227.65
Cotton,Madhya Pradesh,2021,10,53875.39,48537.9,59437.2
Rice,Madhya Pradesh,2022,4,23093.19,20247.34,26353.02
Maize,Punjab,2021,6,17953.9,15799.84,19805.14
Cotton,Karnataka,2020,1,60855.3,54211.25,65564.54
Wheat,Karnataka,2020,11,22381.85,21254.13,24238.52
Sugarcane,Punjab,2024,5,3706.63,3292.09,4121.05
Sugarcane,Madhya Pradesh,2021,6,3648.51,3431.4,4035.25
Sugarcane,Punjab,2022,8,3526.84,3156.66,3931.25
Rice,Punjab,2024,2,22067.38,19795.64,23864.81
Wheat,Uttar Pradesh,2024,11,21436.33,19721.83,24279.36
Wheat,Uttar Pradesh,2021,5,24704.99,22893.18,26835.0
Sugarcane,Uttar Pradesh,2022,10,3259.05,3009.45,3455.92
Sugarcane,Uttar Pradesh,2023,4,3983.82,3502.69,4444.26
Wheat,Maharashtra,2024,12,23607.89,21581.44,25282.84
Wheat,Madhya Pradesh,2022,8,21631.55,19618.76,24609.36
Maize,Punjab,2022,6,17950.35,16923.98,19797.09
Cotton,Punjab,2024,7,52263.45,48323.22,55946.99
Wheat,Maharashtra,2021,3,25925.37,22998.56,28865.9
Wheat,Madhya Pradesh,2023,1,24570.33,21985.39,27890.47
Sugarcane,Karnataka,2024,10,3588.59,3328.65,3871.42
Cotton,Punjab,2021,5,62159.76,56336.62,66276.16
Rice,Karnataka,2021,8,18199.36,16033.51,20747.24
Wheat,Uttar Pradesh,2020,11,22483.22,19156.19,25115.47
Wheat,Maharashtra,2021,9,19018.85,17058.54,20629.29
Sugarcane,Madhya Pradesh,2020,8,3463.71,3071.56,3780.87
Wheat,Madhya Pradesh,2024,11,22268.58,20781.13,24071.98
Maize,Punjab,2024,8,17900.56,15666.92,19376.91
Sugarcane,Punjab,2022,1,3956.35,3693.17,4455.56
Wheat,Uttar Pradesh,2020,6,23320.19,19966.0,24973.0
Sugarcane,Uttar Pradesh,2021,1,3469.54,3117.67,3672.85
Cotton,Uttar Pradesh,2020,5,61399.85,57983.77,68727.72
Wheat,Karnataka,2021,6,24164.04,22811.82,26712.17
Maize,Karnataka,2024,3,21269.58,19444.92,22398.54
Sugarcane,Madhya Pradesh,2023,2,4118.86,3799.16,4697.75
Sugarcane,Karnataka,2022,8,3455.35,3169.01,3970.26
Cotton,Karnataka,2023,2,67041.41,57593.01,74866.78
Cotton,Madhya Pradesh,2022,4,66974.11,60997.5,71350.58
Rice,Uttar Pradesh,2023,8,17632.47,15352.14,19610.18
Rice,Uttar Pradesh,2024,12,20417.18,19059.94,22105.87
Sugarcane,Uttar Pradesh,2021,1,3715.94,3339.91,4251.46
Sugarcane,Uttar Pradesh,2021,3,3908.46,3559.22,4399.1
Wheat,Madhya Pradesh,2020,10,20217.71,19007.99,23079.47
Sugarcane,Maharashtra,2021,2,3679.44,3136.65,4004.62
Rice,Karnataka,2023,3,24039.6,20773.94,26949.32
Maize,Maharashtra,2021,8,16131.77,15061.58,17339.63
Cotton,Punjab,2021,12,56434.02,50408.15,63025.14
Sugarcane,Karnataka,2023,9,3047.6,2610.46,3322.32
Sugarcane,Punjab,2023,3,3576.7,3313.76,4082.87
Cotton,Uttar Pradesh,2021,2,57744.82,53140.4,66076.08
Rice,Uttar Pradesh,2024,5,20025.12,17556.14,21907.77
Maize,Punjab,2022,11,17866.25,15383.89,19881.09
Maize,Maharashtra,2021,2,20703.56,17984.66,22795.07
Wheat,Uttar Pradesh,2021,7,22899.76,20523.9,24684.66
Rice,Punjab,2020,5,21501.84,18773.18,24456.73
Rice,Uttar Pradesh,2024,4,22325.44,19394.5,25168.15
Maize,Madhya Pradesh,2024,12,18338.04,16457.24,19898.87
Wheat,Maharashtra,2022,5,24179.26,21891.36,27123.97
Cotton,Karnataka,2020,3,63065.94,59263.31,71906.16
Maize,Madhya Pradesh,2022,12,19744.88,16832.27,21476.18
Sugarcane,Madhya Pradesh,2024,3,4135.53,3885.66,4455.88
Wheat,Madhya Pradesh,2020,12,22730.59,20712.83,24863.48
Sugarcane,Punjab,2022,7,3203.22,2955.53,3650.04
Wheat,Madhya Pradesh,2024,3,24972.73,23555.98,26881.88
Maize,Punjab,2022,10,17330.99,14991.12,18353.46
Wheat,Punjab,2020,2,23309.08,20136.19,25173.88
Sugarcane,Uttar Pradesh,2024,2,3983.28,3497.98,4423.13
Wheat,Uttar Pradesh,2020,8,21519.79,18856.68,23123.68
Rice,Maharashtra,2024,2,22416.54,21219.03,23555.83
Rice,Madhya Pradesh,2022,11,20296.97,19175.12,22006.6
Maize,Punjab,2022,1,19531.83,17462.14,21889.56
Rice,Madhya Pradesh,2020,11,18804.82,17025.57,21119.14
Sugarcane,Maharashtra,2022,7,3469.54,2963.8,3646.9
Rice,Karnataka,2024,4,21948.23,20114.11,23515.45
Sugarcane,Maharashtra,2024,8,3175.21,2836.37,3396.74
Maize,Madhya Pradesh,2021,6,18536.1,15798.52,19557.68
Sugarcane,Madhya Pradesh,2020,11,3613.19,3416.0,3845.26
Maize,Punjab,2020,5,18948.29,16310.99,20859.94
Rice,Uttar Pradesh,2020,2,22778.09,20420.26,26084.51
Cotton,Maharashtra,2023,12,52281.55,46301.47,59847.15
Rice,Uttar Pradesh,2020,8,21239.59,19334.21,23531.5
Wheat,Uttar Pradesh,2022,2,24701.58,22089.61,26219.84
Maize,Maharashtra,2023,7,17412.66,16258.07,18331.41
Cotton,Punjab,2021,1,58357.58,54777.72,65534.24
Sugarcane,Maharashtra,2022,10,3229.24,2798.03,3573.42
Wheat,Punjab,2021,8,19464.33,18217.02,21222.98
Rice,Punjab,2021,5,20873.59,18574.46,22271.88
Maize,Maharashtra,2022,5,19757.71,17511.51,22625.75
Wheat,Madhya Pradesh,2020,8,21372.46,20189.09,22750.77
Rice,Karnataka,2024,8,19620.81,17448.32,20610.43
Rice,Punjab,2023,6,20171.53,17698.24,22385.62
Rice,Uttar Pradesh,2024,2,22238.02,19148.14,25400.47
Cotton,Uttar Pradesh,2023,8,53061.91,49088.36,58844.49
Rice,Maharashtra,2021,4,21341.03,19758.5,23201.55
Rice,Madhya Pradesh,2023,1,24159.48,21125.28,27128.71
Wheat,Madhya Pradesh,2021,10,22040.07,19504.33,25173.57
Wheat,Karnataka,2023,8,21244.07,20039.45,22820.07
Sugarcane,Karnataka,2022,9,3285.23,3093.87,3597.37
Maize,Madhya Pradesh,2024,7,19700.19,18211.45,21605.13
Sugarcane,Maharashtra,2022,8,3078.18,2747.41,3464.64
Sugarcane,Madhya Pradesh,2021,5,3861.52,3515.94,4320.51
Wheat,Maharashtra,2021,6,21829.89,18652.32,24706.05
Wheat,Madhya Pradesh,2020,2,23823.05,22607.82,25983.51
Rice,Karnataka,2022,6,22367.22,20774.37,24053.45
Cotton,Punjab,2023,1,63273.23,58613.99,70789.99
Sugarcane,Uttar Pradesh,2021,7,3545.27,3065.69,3882.98
Wheat,Uttar Pradesh,2020,8,18761.79,17600.81,20490.11
Sugarcane,Maharashtra,2022,10,3250.29,2825.11,3601.68
Wheat,Madhya Pradesh,2024,8,22965.22,20682.44,25028.97
Rice,Madhya Pradesh,2020,3,23546.07,20185.49,24955.94
Cotton,Madhya Pradesh,2023,10,51569.21,45978.68,55722.5
Maize,Maharashtra,2020,8,16266.11,15058.93,17941.92
Cotton,Punjab,2021,7,55126.16,50738.59,59316.39
Wheat,Punjab,2023,6,22492.03,20988.04,24437.69
Rice,Punjab,2021,1,22114.67,19019.08,24710.29
Rice,Uttar Pradesh,2022,12,20787.98,18070.58,23131.57
Cotton,Karnataka,2022,3,63471.22,60167.03,69592.4
Sugarcane,Maharashtra,2023,2,3808.89,3426.42,4353.72
Wheat,Maharashtra,2021,7,22381.64,21016.28,25259.47
Cotton,Madhya Pradesh,2024,1,63479.07,55378.49,69470.97
Rice,Maharashtra,2020,11,17174.34,15429.79,19461.34
Rice,Madhya Pradesh,2023,7,20326.66,17313.65,23094.69
Rice,Madhya Pradesh,2022,5,23576.8,20451.17,26221.84
Wheat,Maharashtra,2023,2,23827.26,22602.44,25258.55
Rice,Punjab,2021,4,21831.52,19481.78,23593.65
Rice,Madhya Pradesh,2023,8,19545.84,17839.76,21180.59
Sugarcane,Punjab,2022,3,3906.88,3583.42,4114.77
Wheat,Maharashtra,2021,10,20535.45,17891.25,23323.32
Cotton,Madhya Pradesh,2020,10,52088.6,44580.5,55815.45
Rice,Punjab,2024,11,18483.41,16838.14,20749.67
Sugarcane,Punjab,2022,10,3361.18,2962.7,3807.85
Wheat,Karnataka,2020,9,19230.62,17418.41,21301.3
Sugarcane,Maharashtra,2020,11,3585.77,3107.26,3909.47
Maize,Maharashtra,2020,6,17040.89,15781.76,18715.22
Rice,Madhya Pradesh,2023,5,20996.27,19821.14,22662.69
Wheat,Karnataka,2024,11,23667.16,21409.37,26145.18
Wheat,Karnataka,2020,1,24041.5,20563.51,26201.87
Cotton,Madhya Pradesh,2021,11,58347.4,53540.94,63253.93
Cotton,Karnataka,2021,6,57344.31,51859.52,65031.52
Sugarcane,Madhya Pradesh,2020,6,3559.0,3040.11,3949.86
Cotton,Maharashtra,2021,7,48868.8,45715.88,53176.95
Rice,Madhya Pradesh,2021,11,21253.18,18863.58,22615.64
Cotton,Punjab,2020,3,65499.89,60320.97,74372.28
Wheat,Maharashtra,2024,11,22585.62,19447.53,25608.34
Wheat,Maharashtra,2020,10,20557.33,18615.71,23003.59
Cotton,Karnataka,2020,7,58305.96,54844.07,64173.71
Rice,Karnataka,2024,12,20876.49,18985.3,23398.68
Rice,Karnataka,2024,12,21116.83,18900.88,23067.81
Wheat,Uttar Pradesh,2021,2,26376.53,23763.17,30188.07
Maize,Maharashtra,2024,2,20103.81,17450.69,22564.79
Sugarcane,Punjab,2023,11,3402.77,3168.74,3804.0
Rice,Uttar Pradesh,2022,5,23060.55,21586.82,26108.34
Cotton,Madhya Pradesh,2021,8,59793.08,51555.32,67856.7
Wheat,Maharashtra,2020,4,22229.77,20828.78,24301.64
Rice,Karnataka,2024,12,20668.59,19239.08,22246.44
Wheat,Madhya Pradesh,2022,8,21700.54,18662.96,24422.6
Wheat,Karnataka,2020,6,23125.12,20294.78,25307.31
Cotton,Uttar Pradesh,2020,2,61471.79,57054.98,65477.22
Wheat,Uttar Pradesh,2020,2,24333.5,22258.24,27782.59
Maize,Uttar Pradesh,2023,2,21237.07,18282.93,22831.4
Cotton,Madhya Pradesh,2024,12,60982.8,57290.53,68392.85
Sugarcane,Karnataka,2023,2,4275.92,3811.64,4508.77
Wheat,Maharashtra,2021,10,21405.03,19873.37,23928.07
Rice,Punjab,2020,12,21338.97,18855.45,23033.97
Rice,Uttar Pradesh,2022,1,21776.12,20410.31,24600.46
