farmer_id,crop_type,season,state,land_area_hectare,annual_rainfall_mm,fertilizer_used_kg,pesticide_used_liters,total_production_tonnes,yield_tonnes_per_hectare
F0498,Rice,Kharif,Madhya Pradesh,8.01,1399.53,224.77,31.84,45.67,5.7
F0417,Rice,Zaid,Karnataka,5.26,1477.93,423.99,46.03,29.71,5.65
F0185,Maize,Rabi,Uttar Pradesh,3.02,550.49,474.92,5.87,6.71,2.22
F0111,Rice,Kharif,Madhya Pradesh,9.67,479.11,418.75,17.42,16.12,1.67
F0182,Sugarcane,Rabi,Madhya Pradesh,6.06,717.71,345.83,5.7,15.32,2.53
F0404,Rice,Kharif,Uttar Pradesh,1.11,419.59,238.55,41.67,1.72,1.55
F0382,Wheat,Rabi,Karnataka,5.96,1222.04,179.97,23.41,25.21,4.23
F0458,Sugarcane,Zaid,Karnataka,5.48,461.85,61.69,11.88,6.41,1.17
F0036,Wheat,Kharif,Maharashtra,2.3,705.42,85.04,13.63,5.45,2.37
F0485,Cotton,Kharif,Madhya Pradesh,9.16,323.16,344.04,22.3,19.05,2.08
F0125,Rice,Zaid,Madhya Pradesh,2.62,1316.65,271.37,42.01,13.93,5.32
F0230,Cotton,Rabi,Uttar Pradesh,4.36,1481.62,396.72,48.47,16.2,3.72
F0040,Maize,Rabi,Karnataka,7.68,1356.35,483.87,19.6,44.69,5.82
F0117,Wheat,Kharif,Madhya Pradesh,8.09,552.77,295.51,13.09,20.36,2.52
F0332,Cotton,Rabi,Madhya Pradesh,1.89,1058.88,316.83,10.43,6.99,3.7
F0416,Maize,Zaid,Uttar Pradesh,3.6,975.58,134.23,41.03,11.01,3.06
F0208,Sugarcane,Zaid,Madhya Pradesh,7.6,637.92,58.95,29.35,10.13,1.33
F0391,Wheat,Rabi,Punjab,9.59,769.53,239.06,48.6,31.5,3.28
F0407,Maize,Rabi,Uttar Pradesh,5.85,1469.53,359.99,45.28,32.58,5.57
F0065,Rice,Rabi,Punjab,7.14,1182.14,180.68,18.66,25.26,3.54
F0135,Cotton,Zaid,Punjab,5.85,599.22,417.64,9.97,18.2,3.11
F0468,Cotton,Zaid,Punjab,8.38,1023.28,134.11,29.39,23.71,2.83
F0367,Sugarcane,Rabi,Madhya Pradesh,3.84,375.98,493.68,6.42,5.83,1.52
F0044,Cotton,Zaid,Uttar Pradesh,6.79,745.47,340.7,21.03,23.69,3.49
F0407,Rice,Zaid,Maharashtra,7.06,436.75,345.6,17.6,17.18,2.43
F0050,Maize,Kharif,Madhya Pradesh,0.77,797.8,245.09,26.02,1.8,2.34
F0352,Rice,Zaid,Madhya Pradesh,3.5,372.66,359.07,30.55,8.27,2.36
F0391,Wheat,Zaid,Uttar Pradesh,3.82,1146.23,291.81,26.12,19.6,5.13
F0053,Sugarcane,Zaid,Uttar Pradesh,6.77,646.75,113.33,12.05,15.23,2.25
F0314,Wheat,Rabi,Karnataka,6.57,1347.45,234.27,12.63,31.73,4.83
F0278,Sugarcane,Rabi,Punjab,8.87,1028.2,437.33,5.69,37.33,4.21
F0126,Sugarcane,Kharif,Punjab,1.52,411.09,370.67,8.13,1.52,1.0
F0445,Rice,Zaid,Maharashtra,3.45,1344.49,126.69,20.86,13.94,4.04
F0009,Rice,Rabi,Uttar Pradesh,7.85,336.51,352.83,41.74,16.38,2.09
F0466,Rice,Rabi,Punjab,1.23,609.44,92.4,19.18,1.39,1.13
F0443,Cotton,Rabi,Madhya Pradesh,8.81,716.6,302.85,24.5,26.19,2.97
F0351,Maize,Zaid,Maharashtra,3.31,1052.79,239.03,7.75,11.94,3.61
F0243,Sugarcane,Rabi,Karnataka,5.15,1276.01,94.44,8.13,21.8,4.23
F0323,Wheat,Zaid,Karnataka,7.38,978.02,260.7,44.97,22.99,3.12
F0195,Wheat,Kharif,Madhya Pradesh,7.78,1274.33,415.97,33.92,40.25,5.17
F0334,Cotton,Rabi,Punjab,9.3,328.57,73.2,48.14,9.49,1.02
F0347,Rice,Zaid,Punjab,3.13,1348.04,224.96,10.36,13.91,4.45
F0290,Sugarcane,Zaid,Punjab,7.16,1483.68,248.68,28.32,29.28,4.09
F0036,Sugarcane,Kharif,Madhya Pradesh,5.46,947.32,282.98,5.39,19.4,3.55
F0418,Rice,Zaid,Uttar Pradesh,2.45,1373.66,467.87,48.92,11.55,4.71
F0307,Wheat,Rabi,Karnataka,9.42,626.27,279.4,12.9,23.61,2.51
F0430,Cotton,Rabi,Uttar Pradesh,8.59,820.04,391.4,9.39,28.33,3.3
F0047,Wheat,Zaid,Maharashtra,0.88,1203.88,241.41,49.8,4.13,4.69
F0015,Cotton,Zaid,Uttar Pradesh,8.26,1399.19,184.03,47.74,36.99,4.48
F0347,Maize,Zaid,Punjab,1.94,398.36,244.23,42.27,4.43,2.28
F0001,Rice,Zaid,Punjab,7.43,551.31,477.0,7.74,18.93,2.55
F0419,Cotton,Zaid,Karnataka,9.03,665.33,275.07,24.01,20.7,2.29
F0290,Cotton,Kharif,Uttar Pradesh,2.33,544.66,134.18,27.01,3.13,1.34
F0199,Rice,Rabi,Madhya Pradesh,8.08,982.76,451.94,33.64,35.28,4.37
F0256,Maize,Zaid,Madhya Pradesh,4.77,1127.21,81.37,43.69,19.65,4.12
F0122,Maize,Rabi,Uttar Pradesh,7.89,594.28,395.61,5.57,23.06,2.92
F0130,Maize,Kharif,Madhya Pradesh,8.23,305.38,275.55,36.72,14.97,1.82
F0360,Sugarcane,Zaid,Karnataka,1.98,1079.75,87.85,13.16,8.85,4.47
F0440,Wheat,Zaid,Punjab,1.89,522.27,142.0,15.74,3.15,1.67
F0042,Cotton,Rabi,Karnataka,2.65,774.18,344.21,24.71,8.89,3.35
F0344,Sugarcane,Kharif,Punjab,1.7,358.61,445.07,8.59,4.11,2.42
F0358,Sugarcane,Zaid,Madhya Pradesh,1.91,326.56,332.75,31.21,1.91,1.0
F0492,Cotton,Zaid,Maharashtra,3.32,482.89,112.14,10.95,3.48,1.05
F0379,Wheat,Rabi,Punjab,1.58,588.61,188.0,48.27,3.48,2.2
F0235,Cotton,Rabi,Karnataka,4.04,849.15,196.06,13.23,11.89,2.94
F0045,Maize,Kharif,Punjab,1.86,1434.1,494.06,7.02,9.6,5.16
F0065,Maize,Kharif,Punjab,2.27,736.66,108.09,25.54,4.17,1.84
F0265,Maize,Rabi,Maharashtra,3.08,722.29,92.44,24.27,8.57,2.78
F0303,Wheat,Kharif,Uttar Pradesh,1.22,855.4,495.17,39.63,4.54,3.72
F0421,Sugarcane,Kharif,Maharashtra,9.64,1235.56,443.7,36.79,44.62,4.63
F0002,Maize,Zaid,Karnataka,9.28,1290.05,429.75,35.29,51.0,5.5
F0056,Maize,Rabi,Punjab,3.39,342.76,471.04,31.38,5.22,1.54
F0050,Rice,Kharif,Uttar Pradesh,8.38,1303.82,416.53,34.03,37.55,4.48
F0166,Cotton,Rabi,Punjab,3.98,664.88,53.85,42.51,8.65,2.17
F0373,Maize,Kharif,Karnataka,5.29,932.03,467.02,6.42,17.78,3.36
F0282,Sugarcane,Zaid,Madhya Pradesh,7.85,362.46,67.17,24.34,7.85,1.0
F0064,Rice,Rabi,Maharashtra,0.88,1035.2,412.75,24.7,3.45,3.92
F0250,Rice,Zaid,Punjab,5.77,1259.8,324.73,15.11,29.95,5.19
F0152,Maize,Kharif,Karnataka,7.47,1045.05,486.16,13.88,35.7,4.78
F0148,Maize,Rabi,Punjab,9.54,946.01,352.38,9.48,40.05,4.2
F0024,Rice,Rabi,Karnataka,7.22,348.17,295.97,8.97,9.62,1.33
F0189,Sugarcane,Rabi,Maharashtra,9.96,1376.76,59.49,43.64,40.76,4.09
F0290,Wheat,Kharif,Madhya Pradesh,7.34,830.52,344.85,20.31,25.58,3.49
F0091,Maize,Zaid,Uttar Pradesh,3.56,809.32,115.51,42.4,7.34,2.06
F0112,Wheat,Kharif,Punjab,8.99,895.95,294.91,48.04,21.48,2.39
F0199,Maize,Rabi,Uttar Pradesh,8.92,503.36,262.95,48.71,11.35,1.27
F0043,Cotton,Rabi,Punjab,2.35,437.19,383.14,39.65,3.12,1.33
F0170,Wheat,Zaid,Punjab,9.71,1228.1,159.51,6.81,41.74,4.3
F0134,Cotton,Rabi,Punjab,6.06,557.85,450.09,49.7,14.45,2.38
F0181,Cotton,Kharif,Maharashtra,1.32,1334.7,225.73,28.58,5.29,4.01
F0500,Sugarcane,Kharif,Madhya Pradesh,1.26,974.16,56.12,23.54,3.36,2.67
F0417,Cotton,Zaid,Madhya Pradesh,1.2,786.27,67.97,42.58,2.56,2.13
F0366,Cotton,Kharif,Karnataka,8.77,1195.52,148.57,8.24,29.25,3.34
F0270,Rice,Zaid,Punjab,7.3,768.84,394.74,25.04,20.07,2.75
F0156,Cotton,Kharif,Punjab,7.61,1382.66,72.4,28.59,24.74,3.25
F0425,Cotton,Rabi,Madhya Pradesh,0.81,862.09,448.38,21.27,2.88,3.55
F0195,Cotton,Kharif,Madhya Pradesh,9.37,1208.6,96.55,15.4,38.5,4.11
F0481,Sugarcane,Zaid,Punjab,4.24,504.13,272.71,26.21,8.44,1.99
F0053,Wheat,Zaid,Uttar Pradesh,7.96,1430.29,444.64,14.39,43.36,5.45
F0022,Rice,Rabi,Punjab,5.21,717.29,229.94,21.24,13.01,2.5
F0208,Rice,Zaid,Punjab,5.48,1478.94,76.99,26.96,28.51,5.2
F0088,Sugarcane,Kharif,Punjab,7.85,481.39,325.19,15.78,14.79,1.88
F0276,Wheat,Rabi,Maharashtra,3.63,1017.83,132.6,17.82,13.48,3.71
F0470,Maize,Zaid,Madhya Pradesh,4.46,724.37,286.19,31.98,16.38,3.67
F0204,Rice,Kharif,Karnataka,3.42,451.71,392.36,43.29,8.59,2.51
F0122,Rice,Kharif,Maharashtra,2.94,788.51,274.36,29.0,8.0,2.72
F0327,Wheat,Rabi,Karnataka,7.35,374.37,260.73,42.25,12.19,1.66
F0135,Wheat,Kharif,Karnataka,4.79,478.91,493.27,45.02,10.28,2.15
F0380,Maize,Kharif,Madhya Pradesh,2.25,1429.69,289.56,43.36,12.46,5.54
F0175,Maize,Kharif,Uttar Pradesh,3.75,702.35,493.49,28.48,10.79,2.88
F0488,Cotton,Zaid,Karnataka,5.08,350.97,258.14,23.85,6.63,1.31
F0104,Maize,Zaid,Uttar Pradesh,7.9,725.93,492.15,13.13,21.66,2.74
F0442,Maize,Kharif,Madhya Pradesh,7.47,1493.7,418.61,30.01,40.18,5.38
F0339,Rice,Rabi,Punjab,5.11,1302.04,471.19,49.51,23.31,4.56
F0085,Rice,Zaid,Madhya Pradesh,1.35,626.09,395.57,43.38,3.1,2.29
F0447,Rice,Rabi,Uttar Pradesh,7.9,1057.28,281.28,36.89,33.55,4.25
F0368,Sugarcane,Kharif,Uttar Pradesh,6.93,1137.37,291.17,44.84,26.15,3.77
F0246,Wheat,Zaid,Punjab,2.89,757.38,399.94,27.17,8.35,2.89
F0397,Cotton,Kharif,Maharashtra,4.01,1366.48,258.97,28.23,19.98,4.98
F0319,Maize,Rabi,Madhya Pradesh,3.66,632.0,345.18,10.39,9.96,2.72
F0471,Wheat,Kharif,Punjab,2.31,1132.82,321.18,13.3,9.76,4.22
F0038,Maize,Zaid,Madhya Pradesh,3.1,790.78,364.66,33.74,11.92,3.85
F0062,Sugarcane,Kharif,Maharashtra,7.7,1041.43,404.15,20.04,30.85,4.01
F0318,Rice,Rabi,Uttar Pradesh,8.87,1037.89,420.06,29.58,35.8,4.04
F0286,Cotton,Zaid,Madhya Pradesh,4.03,1137.0,264.11,42.63,12.71,3.15
F0360,Rice,Zaid,Madhya Pradesh,6.94,1121.45,147.72,49.29,26.55,3.83
F0333,Cotton,Kharif,Madhya Pradesh,3.64,942.76,111.7,29.23,11.93,3.28
F0085,Wheat,Zaid,Madhya Pradesh,1.89,963.65,341.92,22.56,7.72,4.09
F0472,Sugarcane,Rabi,Uttar Pradesh,1.53,1250.08,126.84,6.65,6.11,4.0
F0275,Sugarcane,Kharif,Punjab,2.26,1218.05,232.31,44.26,8.73,3.86
F0291,Cotton,Rabi,Punjab,7.31,432.28,405.22,12.56,15.39,2.11
F0370,Wheat,Zaid,Karnataka,3.78,1213.53,479.4,21.71,16.48,4.36
F0013,Wheat,Kharif,Maharashtra,8.17,1088.99,136.73,18.61,30.67,3.75
F0354,Wheat,Kharif,Punjab,1.75,759.56,141.64,33.98,6.47,3.69
F0041,Maize,Rabi,Karnataka,9.18,907.21,294.67,26.22,36.1,3.93
F0281,Rice,Kharif,Karnataka,3.05,367.23,233.9,7.37,3.05,1.0
F0092,Wheat,Kharif,Punjab,5.57,461.16,469.68,45.25,14.04,2.52
F0047,Maize,Zaid,Karnataka,2.3,712.13,326.07,9.31,4.92,2.14
F0431,Wheat,Zaid,Maharashtra,9.2,1323.01,310.92,28.42,38.53,4.19
F0316,Rice,Kharif,Maharashtra,9.34,1418.91,486.2,10.64,50.97,5.46
F0483,Wheat,Kharif,Karnataka,5.64,322.16,77.89,44.96,5.64,1.0
F0201,Sugarcane,Zaid,Karnataka,8.75,728.73,450.97,31.72,25.37,2.9
F0162,Cotton,Zaid,Maharashtra,1.58,820.47,255.78,29.79,5.7,3.61
F0090,Sugarcane,Kharif,Maharashtra,1.5,1489.68,159.86,13.93,9.04,6.03
F0495,Maize,Kharif,Uttar Pradesh,4.68,1226.27,282.49,32.44,23.94,5.11
F0160,Maize,Rabi,Karnataka,7.38,330.03,306.79,44.79,11.32,1.53
F0082,Sugarcane,Rabi,Uttar Pradesh,9.3,723.79,256.43,49.17,23.34,2.51
F0460,Maize,Rabi,Punjab,2.39,378.31,436.74,44.08,6.5,2.72
F0375,Cotton,Rabi,Punjab,8.44,1186.27,169.32,5.76,20.33,2.41
F0205,Maize,Rabi,Maharashtra,5.06,1330.69,453.13,48.03,25.07,4.95
F0152,Rice,Rabi,Punjab,4.72,1229.82,382.92,29.22,23.22,4.92
F0337,Sugarcane,Kharif,Karnataka,1.33,1411.3,255.02,21.35,7.26,5.46
F0227,Sugarcane,Rabi,Maharashtra,2.5,1304.33,180.47,13.4,12.02,4.81
F0189,Sugarcane,Rabi,Maharashtra,4.36,1176.67,484.46,41.42,19.66,4.51
F0498,Maize,Zaid,Uttar Pradesh,3.26,1293.67,352.39,48.68,13.56,4.16
F0072,Rice,Rabi,Madhya Pradesh,2.92,882.94,275.56,15.76,7.36,2.52
F0366,Cotton,Kharif,Maharashtra,4.74,735.28,57.62,28.49,15.86,3.35
F0485,Wheat,Rabi,Maharashtra,3.68,301.58,188.57,17.54,3.68,1.0
F0058,Sugarcane,Zaid,Karnataka,5.32,1130.93,333.58,41.17,20.62,3.88
F0271,Maize,Rabi,Maharashtra,4.79,922.91,414.68,24.25,15.75,3.29
F0041,Cotton,Rabi,Uttar Pradesh,4.47,1212.25,128.68,20.24,21.26,4.76
F0471,Cotton,Zaid,Maharashtra,2.63,730.93,153.67,31.07,7.29,2.77
F0107,Wheat,Zaid,Punjab,3.96,1486.51,317.23,22.97,21.32,5.39
F0350,Wheat,Rabi,Karnataka,8.44,1175.85,387.17,13.83,40.94,4.85
F0391,Maize,Rabi,Punjab,5.29,1120.14,314.57,42.91,20.62,3.9
F0492,Maize,Kharif,Karnataka,3.2,990.57,105.46,36.06,8.71,2.72
F0001,Rice,Kharif,Karnataka,1.68,803.89,137.4,23.7,5.94,3.53
F0361,Maize,Zaid,Maharashtra,4.15,1186.07,398.4,32.32,16.9,4.07
F0129,Wheat,Zaid,Uttar Pradesh,6.0,859.96,238.93,45.04,19.67,3.28
F0056,Cotton,Zaid,Maharashtra,4.65,390.41,475.99,46.42,8.87,1.91
F0382,Maize,Rabi,Uttar Pradesh,1.38,1248.9,83.97,8.09,6.74,4.88
F0051,Cotton,Kharif,Maharashtra,5.61,492.15,53.48,24.04,8.44,1.51
F0485,Wheat,Kharif,Karnataka,1.23,546.11,371.97,41.4,2.81,2.28
F0066,Rice,Rabi,Uttar Pradesh,4.8,907.86,64.69,8.12,14.37,2.99
F0271,Wheat,Kharif,Maharashtra,7.53,1026.0,226.46,10.32,20.28,2.69
F0361,Wheat,Rabi,Maharashtra,7.92,736.54,381.22,28.08,24.95,3.15
F0018,Sugarcane,Kharif,Maharashtra,9.25,942.13,280.18,16.96,32.29,3.49
F0383,Rice,Rabi,Karnataka,9.39,849.5,107.42,24.47,25.75,2.74
F0166,Maize,Kharif,Karnataka,5.83,705.31,82.24,47.46,9.86,1.69
F0486,Rice,Kharif,Madhya Pradesh,7.85,1306.66,215.09,39.24,28.22,3.6
F0373,Maize,Kharif,Maharashtra,1.68,714.06,111.9,49.92,3.83,2.28
F0428,Sugarcane,Kharif,Madhya Pradesh,0.97,829.37,253.44,18.53,2.34,2.41
F0004,Wheat,Kharif,Madhya Pradesh,7.95,698.94,316.1,37.2,22.32,2.81
F0031,Maize,Kharif,Uttar Pradesh,8.95,1302.94,323.74,22.48,47.63,5.32
F0265,Wheat,Rabi,Punjab,8.84,424.54,223.19,39.93,14.93,1.69
F0391,Rice,Zaid,Maharashtra,4.6,698.67,235.1,32.13,11.66,2.53
F0008,Wheat,Zaid,Punjab,2.48,495.42,69.06,30.15,4.0,1.61
F0031,Maize,Rabi,Uttar Pradesh,5.67,546.28,362.9,38.35,10.89,1.92
F0318,Maize,Kharif,Madhya Pradesh,9.91,749.12,392.36,25.37,23.6,2.38
F0482,Wheat,Rabi,Madhya Pradesh,8.04,1222.83,350.49,43.47,35.27,4.39
F0163,Rice,Zaid,Uttar Pradesh,2.76,778.35,391.24,34.29,9.42,3.41
F0285,Maize,Rabi,Punjab,2.19,361.49,357.33,16.3,5.74,2.62
F0083,Rice,Zaid,Punjab,5.85,399.96,133.51,14.87,8.49,1.45
F0398,Wheat,Rabi,Maharashtra,2.95,978.48,276.78,14.14,10.22,3.46
F0252,Maize,Kharif,Punjab,8.74,1318.5,280.18,36.8,40.65,4.65
F0350,Rice,Kharif,Maharashtra,2.33,1126.08,172.57,42.44,8.66,3.72
F0348,Cotton,Rabi,Maharashtra,1.45,1357.43,186.89,34.45,6.32,4.36
F0088,Cotton,Zaid,Karnataka,5.13,739.56,340.45,47.64,17.79,3.47
F0123,Sugarcane,Zaid,Uttar Pradesh,4.15,866.21,440.98,23.67,15.25,3.68
F0370,Wheat,Zaid,Madhya Pradesh,5.58,324.23,121.37,33.88,8.33,1.49
F0064,Wheat,Rabi,Maharashtra,1.86,834.49,209.79,27.3,6.91,3.71
F0375,Maize,Rabi,Maharashtra,8.77,1231.03,87.8,45.06,40.88,4.66
F0294,Cotton,Kharif,Karnataka,1.83,1104.86,156.35,24.73,6.42,3.51
F0454,Cotton,Kharif,Punjab,0.66,481.93,91.44,15.79,1.16,1.76
F0380,Sugarcane,Kharif,Madhya Pradesh,0.78,1041.29,113.32,47.53,2.33,2.99
F0078,Maize,Rabi,Uttar Pradesh,9.36,570.6,326.49,6.26,22.27,2.38
F0081,Maize,Zaid,Karnataka,0.91,711.0,84.58,22.68,2.42,2.66
F0061,Sugarcane,Kharif,Uttar Pradesh,6.86,863.87,222.67,10.36,19.43,2.83
F0483,Cotton,Rabi,Punjab,8.17,462.29,317.92,20.42,15.35,1.88
F0052,Sugarcane,Kharif,Karnataka,2.65,1067.36,255.65,23.01,9.46,3.57
F0243,Rice,Rabi,Maharashtra,3.38,970.87,351.27,6.2,16.56,4.9
F0236,Cotton,Kharif,Karnataka,4.93,369.22,133.88,30.22,6.3,1.28
F0397,Cotton,Zaid,Karnataka,6.04,476.48,394.44,38.49,11.0,1.82
F0128,Wheat,Zaid,Maharashtra,9.08,310.18,147.51,42.22,13.99,1.54
F0207,Rice,Kharif,Uttar Pradesh,1.04,1016.36,306.07,6.61,3.96,3.81
F0226,Maize,Kharif,Madhya Pradesh,5.38,1031.42,136.08,17.3,16.7,3.1
F0404,Maize,Kharif,Punjab,8.65,710.86,170.0,49.32,30.38,3.51
F0256,Rice,Zaid,Maharashtra,9.16,334.79,396.83,9.97,20.0,2.18
F0275,Sugarcane,Kharif,Karnataka,7.25,1477.93,370.18,23.82,35.27,4.86
F0375,Sugarcane,Zaid,Maharashtra,7.14,1499.35,369.56,39.28,39.92,5.59
F0196,Cotton,Zaid,Karnataka,9.57,553.16,276.77,35.62,23.04,2.41
F0323,Cotton,Zaid,Maharashtra,2.85,1020.57,165.91,20.01,11.43,4.01
F0233,Wheat,Zaid,Punjab,4.77,891.83,184.36,12.15,8.38,1.76
F0017,Wheat,Rabi,Punjab,0.95,535.17,311.87,40.38,1.68,1.77
F0049,Sugarcane,Zaid,Karnataka,9.54,1157.18,197.04,18.03,41.79,4.38
F0434,Wheat,Zaid,Punjab,5.48,394.97,102.95,12.91,7.76,1.42
F0021,Maize,Kharif,Madhya Pradesh,0.6,1108.22,240.66,27.99,2.73,4.55
F0307,Wheat,Zaid,Madhya Pradesh,2.53,962.14,490.62,8.31,8.54,3.38
F0052,Maize,Zaid,Punjab,2.86,754.45,418.15,46.08,7.57,2.65
F0200,Rice,Rabi,Madhya Pradesh,2.42,951.54,336.6,28.48,6.86,2.83
F0082,Rice,Kharif,Karnataka,5.14,781.46,408.0,39.36,15.31,2.98
F0011,Rice,Kharif,Madhya Pradesh,1.77,406.22,458.67,29.1,5.98,3.38
F0176,Cotton,Rabi,Madhya Pradesh,8.68,417.13,158.2,23.29,20.84,2.4
F0097,Rice,Rabi,Karnataka,8.73,1426.66,496.73,48.16,43.84,5.02
F0317,Rice,Kharif,Maharashtra,8.38,1371.19,134.08,32.88,32.48,3.88
F0438,Cotton,Rabi,Uttar Pradesh,9.21,856.48,96.59,25.6,30.62,3.32
F0449,Maize,Zaid,Karnataka,4.67,320.82,497.3,29.46,4.67,1.0
F0307,Maize,Rabi,Madhya Pradesh,5.0,1445.54,120.14,13.52,21.29,4.26
F0407,Wheat,Zaid,Punjab,8.09,625.84,64.93,28.27,19.2,2.37
F0113,Sugarcane,Zaid,Uttar Pradesh,2.37,1209.42,338.54,46.56,9.39,3.96
F0329,Cotton,Kharif,Maharashtra,8.1,1070.08,351.03,42.45,33.49,4.13
F0166,Wheat,Kharif,Uttar Pradesh,5.95,859.2,336.49,18.41,20.51,3.45
F0487,Cotton,Kharif,Maharashtra,2.72,395.9,50.25,32.37,2.72,1.0
F0423,Maize,Rabi,Karnataka,3.94,1202.77,218.83,26.87,19.25,4.89
F0332,Wheat,Zaid,Madhya Pradesh,3.88,1456.52,471.27,43.16,18.37,4.73
F0479,Rice,Zaid,Maharashtra,9.24,838.97,291.39,38.39,31.31,3.39
F0398,Cotton,Zaid,Madhya Pradesh,7.31,1497.46,206.83,42.48,36.75,5.03
F0457,Cotton,Zaid,Madhya Pradesh,7.13,1129.66,196.63,40.35,26.08,3.66
F0317,Wheat,Kharif,Karnataka,6.44,770.56,495.3,26.55,21.87,3.4
F0360,Sugarcane,Zaid,Punjab,2.67,758.23,344.23,8.42,8.79,3.29
F0169,Sugarcane,Rabi,Punjab,8.58,381.21,497.03,36.44,18.72,2.18
F0218,Cotton,Kharif,Karnataka,2.04,314.9,127.08,42.72,2.86,1.4
F0423,Sugarcane,Kharif,Punjab,7.94,1195.38,72.77,45.16,35.16,4.43
F0145,Cotton,Rabi,Karnataka,2.66,964.07,339.93,12.59,9.45,3.55
F0245,Sugarcane,Zaid,Madhya Pradesh,1.05,1424.71,313.82,36.46,5.34,5.09
F0336,Rice,Zaid,Madhya Pradesh,5.49,1301.69,64.91,17.08,19.84,3.61
F0199,Cotton,Kharif,Madhya Pradesh,7.21,772.4,172.7,5.15,18.95,2.63
F0233,Maize,Rabi,Madhya Pradesh,7.34,1300.57,227.77,30.39,33.92,4.62
F0070,Cotton,Kharif,Karnataka,0.62,886.37,339.89,46.32,1.64,2.64
F0355,Cotton,Zaid,Maharashtra,4.12,1218.23,318.96,46.72,14.12,3.43
F0024,Cotton,Kharif,Uttar Pradesh,8.93,359.09,111.37,8.71,8.93,1.0
F0018,Maize,Zaid,Uttar Pradesh,8.51,312.73,437.75,25.31,17.19,2.02
F0464,Wheat,Kharif,Maharashtra,6.95,885.03,68.23,34.53,15.1,2.17
F0145,Sugarcane,Zaid,Maharashtra,8.5,1164.39,423.48,14.02,35.37,4.16
F0422,Rice,Kharif,Uttar Pradesh,0.63,1312.07,473.82,34.5,3.28,5.21
F0207,Sugarcane,Zaid,Uttar Pradesh,2.7,602.09,259.97,45.4,6.54,2.42
F0434,Sugarcane,Kharif,Maharashtra,3.27,1270.3,464.12,24.24,14.92,4.56
F0354,Rice,Zaid,Madhya Pradesh,3.97,1262.67,288.27,35.8,15.11,3.81
F0001,Rice,Kharif,Uttar Pradesh,8.53,534.93,469.53,16.28,23.13,2.71
F0437,Maize,Rabi,Madhya Pradesh,7.47,641.59,193.0,18.95,18.49,2.48
F0285,Wheat,Rabi,Uttar Pradesh,8.89,668.85,361.4,38.88,31.04,3.49
F0339,Rice,Kharif,Maharashtra,1.94,780.71,267.27,21.01,6.68,3.44
F0381,Cotton,Kharif,Punjab,2.55,1151.27,470.77,30.43,9.7,3.8
F0269,Wheat,Zaid,Uttar Pradesh,6.31,382.72,439.01,17.85,13.41,2.13
F0154,Wheat,Zaid,Punjab,6.16,1169.65,250.39,7.72,24.83,4.03
F0464,Rice,Rabi,Karnataka,8.08,342.0,365.3,6.03,13.84,1.71
F0407,Cotton,Zaid,Maharashtra,5.39,1016.58,255.9,20.33,19.3,3.58
F0158,Wheat,Rabi,Uttar Pradesh,4.94,673.7,247.16,21.15,8.57,1.73
F0171,Rice,Kharif,Punjab,9.89,901.04,137.37,26.47,31.09,3.14
F0239,Rice,Kharif,Maharashtra,8.73,326.17,355.8,29.66,16.28,1.87
F0379,Rice,Zaid,Maharashtra,4.0,652.56,422.66,33.73,10.23,2.56
F0431,Sugarcane,Zaid,Karnataka,9.03,1055.86,383.37,42.64,32.17,3.56
F0328,Cotton,Rabi,Uttar Pradesh,5.33,398.95,381.18,29.59,10.75,2.02
F0465,Cotton,Rabi,Uttar Pradesh,9.56,519.76,322.72,14.52,28.02,2.93
F0030,Rice,Zaid,Madhya Pradesh,7.36,1278.09,434.1,8.48,37.34,5.07
F0074,Rice,Rabi,Karnataka,3.76,1124.55,274.36,13.58,10.63,2.83
F0382,Cotton,Zaid,Uttar Pradesh,4.21,1271.7,233.42,6.19,20.59,4.89
F0002,Rice,Kharif,Punjab,1.05,1327.49,482.27,35.98,5.45,5.19
F0081,Wheat,Kharif,Maharashtra,6.8,1313.2,394.63,22.06,31.42,4.62
F0342,Wheat,Kharif,Uttar Pradesh,5.05,523.36,181.41,40.02,10.34,2.05
F0078,Sugarcane,Zaid,Maharashtra,4.92,403.81,75.63,21.84,7.93,1.61
F0465,Cotton,Rabi,Maharashtra,4.91,1030.94,52.92,49.54,17.93,3.65
F0067,Rice,Zaid,Punjab,5.58,456.53,408.9,36.94,10.9,1.95
F0027,Sugarcane,Rabi,Punjab,5.51,917.46,89.37,34.51,17.21,3.12
F0430,Rice,Zaid,Punjab,3.2,1084.73,290.67,31.83,11.75,3.67
F0415,Cotton,Rabi,Madhya Pradesh,4.45,659.99,71.84,38.49,11.09,2.49
F0475,Wheat,Kharif,Karnataka,6.61,592.46,60.06,41.39,16.16,2.44
F0197,Rice,Rabi,Madhya Pradesh,5.17,668.21,95.87,7.82,14.19,2.74
F0184,Cotton,Rabi,Madhya Pradesh,9.23,1376.1,464.0,45.85,43.7,4.73
F0336,Maize,Kharif,Maharashtra,5.51,563.3,409.12,14.62,11.3,2.05
F0305,Sugarcane,Zaid,Maharashtra,5.39,686.19,119.37,25.39,10.16,1.89
F0379,Maize,Kharif,Madhya Pradesh,8.8,984.66,445.25,13.81,34.91,3.97
F0286,Sugarcane,Rabi,Karnataka,4.9,1092.21,407.58,38.81,16.91,3.45
