state,year,month,rainfall_mm,avg_temperature_celsius,humidity_percent,drought_flag
Madhya Pradesh,2020,8,200.09,38.13,84.85,0
Punjab,2023,10,113.92,21.69,37.82,0
Uttar Pradesh,2020,5,19.46,33.93,90.37,0
Madhya Pradesh,2020,10,70.28,20.62,63.31,0
Karnataka,2024,8,339.53,26.25,70.39,0
Punjab,2024,9,487.49,20.43,32.31,0
Uttar Pradesh,2023,7,597.73,23.12,33.5,0
Karnataka,2022,12,36.58,18.86,55.47,0
Karnataka,2024,10,122.34,25.51,58.87,0
Punjab,2024,3,104.58,29.2,85.99,0
Punjab,2022,8,546.41,18.22,80.57,0
Punjab,2024,4,74.5,39.75,61.41,0
Maharashtra,2023,10,148.17,34.6,46.16,0
Madhya Pradesh,2021,9,415.36,39.83,85.74,0
Madhya Pradesh,2020,1,23.63,33.54,52.46,0
Maharashtra,2023,1,10.98,26.88,45.26,0
Karnataka,2023,5,124.64,25.42,83.79,0
Madhya Pradesh,2021,10,10.08,24.77,45.68,0
Madhya Pradesh,2023,8,293.43,19.5,42.16,0
Maharashtra,2020,10,87.78,24.41,57.13,0
Karnataka,2021,10,62.76,37.27,88.84,0
Maharashtra,2024,11,79.01,25.26,36.94,0
Maharashtra,2021,1,143.48,19.32,49.35,0
Karnataka,2024,6,319.23,25.05,40.68,0
Madhya Pradesh,2020,8,513.26,20.69,71.27,0
Madhya Pradesh,2022,1,27.34,19.55,89.11,0
Uttar Pradesh,2024,4,36.62,36.07,65.4,0
Punjab,2020,10,20.9,39.02,46.05,0
Uttar Pradesh,2020,8,543.86,21.71,85.51,0
Punjab,2020,12,11.85,29.26,80.01,0
Uttar Pradesh,2023,9,573.92,38.0,83.28,0
Madhya Pradesh,2021,10,134.35,22.38,48.47,0
Madhya Pradesh,2020,9,315.59,26.3,55.57,0
Maharashtra,2021,8,417.82,21.52,74.93,0
Madhya Pradesh,2020,1,33.46,24.83,62.72,0
Madhya Pradesh,2023,5,121.5,34.27,71.96,0
Punjab,2023,12,31.81,30.03,35.68,0
Madhya Pradesh,2023,10,62.83,27.1,32.59,0
Maharashtra,2021,9,309.6,39.02,91.99,0
Uttar Pradesh,2024,7,340.93,18.95,41.64,0
Uttar Pradesh,2020,8,356.89,38.85,39.18,0
Uttar Pradesh,2020,8,505.41,20.39,93.78,0
Karnataka,2023,6,352.65,35.06,52.27,0
Madhya Pradesh,2020,6,451.07,22.22,39.49,0
Karnataka,2023,8,575.23,38.19,87.69,0
Punjab,2024,8,450.17,35.78,34.49,0
Madhya Pradesh,2022,12,56.87,24.9,71.32,0
Madhya Pradesh,2020,4,59.83,21.27,68.77,0
Maharashtra,2020,5,124.01,26.41,38.6,0
Madhya Pradesh,2020,8,278.68,23.22,49.49,0
Uttar Pradesh,2020,4,99.99,31.22,75.25,0
Karnataka,2022,3,60.75,36.13,43.27,0
Karnataka,2023,5,75.67,35.62,41.71,0
Punjab,2023,11,25.38,37.44,52.29,0
Maharashtra,2020,4,105.74,18.56,74.85,0
Madhya Pradesh,2024,6,326.44,19.23,69.64,0
Punjab,2023,9,296.32,26.51,35.24,0
Maharashtra,2022,5,30.6,24.56,35.83,0
Uttar Pradesh,2021,8,564.33,18.13,61.45,0
Uttar Pradesh,2023,2,27.25,24.77,90.19,0
Punjab,2020,5,32.64,39.25,43.38,0
Maharashtra,2021,1,113.82,30.03,87.49,0
Karnataka,2023,8,421.6,29.76,42.7,0
Maharashtra,2022,12,33.27,38.16,51.31,0
Punjab,2020,1,62.09,34.72,52.02,0
Madhya Pradesh,2021,2,143.29,34.23,68.83,0
Punjab,2020,8,552.36,19.09,46.71,0
Karnataka,2021,6,386.01,22.99,78.35,0
Madhya Pradesh,2024,12,138.69,27.32,52.24,0
Karnataka,2020,8,584.62,27.79,61.79,0
Punjab,2024,1,59.23,38.01,66.98,0
Karnataka,2021,2,116.7,35.86,52.22,0
Uttar Pradesh,2023,5,70.72,36.67,53.61,0
Karnataka,2020,8,517.57,38.7,70.51,0
Madhya Pradesh,2020,1,113.83,35.71,84.93,0
Maharashtra,2023,6,358.02,19.13,56.12,0
Uttar Pradesh,2021,11,104.33,27.91,78.68,0
Karnataka,2024,8,342.79,31.96,42.12,0
Madhya Pradesh,2024,8,499.75,30.01,43.26,0
Uttar Pradesh,2024,5,50.87,34.47,61.37,0
Uttar Pradesh,2021,4,40.24,39.28,76.48,0
Punjab,2021,5,144.0,27.4,60.88,0
Uttar Pradesh,2023,7,559.18,29.55,75.97,0
Punjab,2022,9,300.87,27.83,38.02,0
Punjab,2022,9,282.39,18.02,32.55,0
Punjab,2024,10,146.82,23.33,73.12,0
Uttar Pradesh,2020,11,127.47,30.11,39.95,0
Madhya Pradesh,2023,6,491.25,31.21,77.53,0
Madhya Pradesh,2021,11,117.76,39.46,67.28,0
Punjab,2022,4,57.83,32.27,34.45,0
Karnataka,2023,12,135.64,20.63,51.31,0
Madhya Pradesh,2023,8,526.3,31.14,55.59,0
Madhya Pradesh,2023,1,76.28,36.8,52.1,0
Karnataka,2024,6,547.86,19.94,80.49,0
Uttar Pradesh,2024,8,539.02,22.0,57.97,0
Punjab,2023,2,33.17,33.55,64.8,0
Maharashtra,2022,6,454.13,22.32,43.76,0
Punjab,2023,11,15.81,25.09,66.38,0
Madhya Pradesh,2024,9,543.17,32.67,58.3,0
Karnataka,2024,3,143.44,33.82,90.46,0
Punjab,2024,9,411.04,23.7,33.43,0
Maharashtra,2023,8,490.43,20.67,49.68,0
Maharashtra,2024,6,412.99,30.42,69.04,0
Punjab,2023,10,33.28,26.35,70.12,0
Uttar Pradesh,2021,4,145.77,34.01,89.97,0
Karnataka,2021,1,116.71,31.02,42.48,0
Punjab,2023,8,466.67,31.71,69.16,0
Maharashtra,2020,10,78.57,29.63,51.74,0
Madhya Pradesh,2022,10,82.7,22.35,82.34,0
Madhya Pradesh,2022,12,36.01,19.87,58.36,0
Uttar Pradesh,2023,12,102.16,27.63,47.99,0
Maharashtra,2023,6,423.27,25.63,90.64,0
Punjab,2023,12,139.17,29.05,51.31,0
Karnataka,2024,10,113.2,18.81,60.86,0
Uttar Pradesh,2020,10,57.09,38.25,30.78,0
Maharashtra,2023,5,87.39,34.29,61.53,0
Punjab,2021,4,21.96,39.39,63.67,0
Uttar Pradesh,2022,10,95.99,23.21,61.43,0
Maharashtra,2023,4,70.08,19.65,36.9,0
Maharashtra,2020,8,534.99,23.28,42.67,0
Punjab,2020,11,80.69,34.91,34.03,0
Karnataka,2021,5,90.75,20.62,32.37,0
Karnataka,2022,2,17.38,36.35,37.67,0
Maharashtra,2024,11,16.32,27.63,84.86,0
Uttar Pradesh,2023,4,46.74,27.28,32.59,0
Punjab,2023,2,72.87,30.71,67.11,0
Maharashtra,2022,3,56.54,24.94,36.93,0
Karnataka,2023,8,346.72,20.19,79.83,0
Uttar Pradesh,2023,11,145.28,39.34,86.23,0
Uttar Pradesh,2024,4,94.11,33.42,48.54,0
Madhya Pradesh,2020,3,98.31,28.02,61.33,0
Maharashtra,2023,8,503.11,24.2,50.67,0
Punjab,2024,11,139.45,19.24,61.57,0
Karnataka,2023,2,137.79,31.43,65.52,0
Punjab,2022,10,44.96,25.55,85.38,0
Karnataka,2022,5,88.29,29.32,36.47,0
Punjab,2021,5,12.24,39.2,54.5,0
Karnataka,2022,9,441.29,19.75,74.4,0
Madhya Pradesh,2022,8,573.03,30.66,38.2,0
Karnataka,2020,11,91.44,34.86,56.42,0
Punjab,2024,7,551.94,32.27,88.45,0
Karnataka,2020,11,97.29,20.89,50.13,0
Punjab,2024,7,280.72,37.99,79.43,0
Uttar Pradesh,2020,7,470.56,24.62,41.96,0
Uttar Pradesh,2021,7,502.58,28.43,44.68,0
Madhya Pradesh,2021,9,446.65,18.89,51.2,0
Madhya Pradesh,2020,9,387.42,21.26,94.0,0
Karnataka,2024,12,39.27,20.87,43.23,0
Madhya Pradesh,2020,6,507.62,27.36,66.75,0
Maharashtra,2021,8,208.4,18.76,58.98,0
Karnataka,2020,5,124.33,37.48,35.64,0
Maharashtra,2024,2,85.37,38.09,55.22,0
Maharashtra,2023,1,126.14,20.94,90.8,0
Madhya Pradesh,2021,11,115.2,38.71,73.98,0
Uttar Pradesh,2022,5,60.88,38.64,47.91,0
Maharashtra,2020,6,332.87,33.42,79.75,0
Maharashtra,2020,12,140.12,22.51,81.87,0
Madhya Pradesh,2023,1,113.4,19.4,55.17,0
Maharashtra,2020,9,313.11,24.7,93.89,0
Maharashtra,2020,3,99.99,33.79,93.48,0
Maharashtra,2022,7,350.88,35.64,58.24,0
Madhya Pradesh,2023,8,547.81,21.97,91.6,0
Madhya Pradesh,2020,3,40.63,25.18,79.15,0
Madhya Pradesh,2022,12,65.13,31.38,58.9,0
Madhya Pradesh,2023,6,496.95,23.02,33.8,0
Karnataka,2024,3,51.99,28.43,40.92,0
Maharashtra,2022,3,59.67,26.8,33.73,0
Maharashtra,2020,9,433.32,37.46,39.86,0
Madhya Pradesh,2022,9,439.12,32.62,57.26,0
Punjab,2020,7,480.44,27.04,62.8,0
Uttar Pradesh,2023,3,11.03,33.22,72.99,0
Punjab,2020,1,15.38,26.1,93.64,0
Uttar Pradesh,2023,1,68.9,29.04,89.15,0
Punjab,2022,7,486.9,30.81,81.86,0
Punjab,2021,7,545.75,28.05,60.88,0
Madhya Pradesh,2021,9,354.42,39.27,75.32,0
Maharashtra,2024,5,21.65,36.99,61.24,0
Maharashtra,2024,2,19.63,30.09,57.12,0
Madhya Pradesh,2020,7,551.1,22.49,83.72,0
Punjab,2023,3,88.08,19.2,93.17,0
Madhya Pradesh,2022,4,81.77,24.4,60.51,0
Karnataka,2024,3,130.1,24.71,42.52,0
Punjab,2021,1,28.07,24.55,80.7,0
Uttar Pradesh,2022,5,76.03,23.0,40.8,0
Uttar Pradesh,2020,8,333.09,38.68,52.3,0
Karnataka,2021,10,148.34,28.68,41.65,0
Karnataka,2020,10,134.76,28.13,76.13,0
Punjab,2022,8,593.48,19.1,36.29,0
Punjab,2024,9,488.18,24.2,41.98,0
Karnataka,2024,7,215.74,18.48,80.34,0
Uttar Pradesh,2023,1,28.82,28.29,69.38,0
Madhya Pradesh,2024,5,69.97,18.6,80.93,0
Punjab,2021,3,11.47,34.76,88.06,0
Karnataka,2024,9,373.14,29.78,61.0,0
Karnataka,2022,11,64.49,37.52,88.11,0
Uttar Pradesh,2020,2,57.01,31.53,90.25,0
Madhya Pradesh,2023,3,144.69,29.2,59.43,0
Karnataka,2020,4,49.02,39.1,39.28,0
Uttar Pradesh,2024,1,91.18,24.22,48.14,0
Madhya Pradesh,2021,3,66.7,39.97,33.57,0
Karnataka,2021,11,91.0,19.82,40.04,0
Madhya Pradesh,2023,3,71.54,29.23,46.82,0
Maharashtra,2020,7,326.58,19.91,49.71,0
Madhya Pradesh,2022,5,145.32,38.78,51.77,0
Karnataka,2021,9,428.34,38.01,30.4,0
Madhya Pradesh,2020,2,123.5,38.86,35.94,0
Karnataka,2024,4,32.6,39.14,64.94,0
Uttar Pradesh,2020,7,205.68,23.67,59.25,0
Karnataka,2022,5,107.01,34.13,94.7,0
Punjab,2021,11,50.25,29.84,64.67,0
Uttar Pradesh,2023,4,66.79,21.72,93.53,0
Karnataka,2024,3,129.46,28.96,69.21,0
Madhya Pradesh,2021,10,41.82,29.96,75.17,0
Karnataka,2023,11,82.12,39.79,69.74,0
Maharashtra,2024,10,61.94,34.99,41.08,0
Madhya Pradesh,2021,12,63.83,25.63,58.07,0
Madhya Pradesh,2024,2,119.45,28.65,81.61,0
Karnataka,2023,4,90.71,25.53,82.65,0
Uttar Pradesh,2023,6,295.32,22.94,62.79,0
Karnataka,2021,11,46.52,18.2,72.14,0
Madhya Pradesh,2021,5,81.55,27.8,92.85,0
Madhya Pradesh,2024,12,89.97,37.0,39.06,0
Karnataka,2024,3,89.69,37.1,67.9,0
Madhya Pradesh,2024,4,110.52,26.18,36.01,0
Punjab,2024,7,383.16,26.68,86.36,0
Karnataka,2021,2,44.16,39.27,92.28,0
Punjab,2020,10,44.67,25.66,88.21,0
Madhya Pradesh,2021,11,145.33,27.76,50.86,0
Uttar Pradesh,2020,5,83.65,33.13,47.78,0
Uttar Pradesh,2022,2,113.11,19.14,33.2,0
Karnataka,2024,3,64.08,25.78,50.52,0
Karnataka,2022,9,396.41,25.06,42.5,0
Madhya Pradesh,2021,2,53.33,39.45,56.72,0
Punjab,2024,8,377.89,30.68,93.92,0
Punjab,2020,1,43.82,32.99,76.54,0
Maharashtra,2023,5,95.03,19.95,74.0,0
Madhya Pradesh,2024,1,18.97,31.12,78.07,0
Madhya Pradesh,2022,7,284.39,36.52,31.97,0
Maharashtra,2021,3,128.13,28.13,44.14,0
Madhya Pradesh,2020,10,28.73,38.97,34.72,0
Madhya Pradesh,2020,11,37.87,25.65,70.32,0
Karnataka,2023,9,417.92,20.76,48.83,0
Punjab,2022,3,43.43,22.7,56.72,0
Uttar Pradesh,2021,6,481.61,22.78,53.83,0
Punjab,2023,3,64.73,39.48,92.05,0
Karnataka,2020,2,122.02,23.32,34.42,0
Uttar Pradesh,2021,3,54.37,23.87,62.89,0
Punjab,2022,4,118.88,36.88,84.92,0
Uttar Pradesh,2024,11,60.35,33.12,50.33,0
Maharashtra,2021,8,224.36,33.43,30.64,0
Madhya Pradesh,2024,3,67.29,25.25,75.07,0
Madhya Pradesh,2021,9,506.5,24.69,82.76,0
Maharashtra,2023,7,317.57,27.82,77.26,0
Uttar Pradesh,2022,5,107.01,39.72,44.64,0
Madhya Pradesh,2023,12,102.72,31.41,89.48,0
Maharashtra,2023,3,31.89,34.54,66.94,0
Uttar Pradesh,2020,8,309.87,28.44,51.7,0
Punjab,2020,11,91.1,37.56,67.0,0
Maharashtra,2024,11,98.44,29.41,33.33,0
Uttar Pradesh,2021,9,293.14,28.82,50.17,0
Karnataka,2020,6,272.71,29.09,50.98,0
Madhya Pradesh,2020,11,46.14,28.21,38.66,0
Punjab,2023,11,139.88,37.09,76.0,0
Punjab,2022,2,24.87,35.07,82.52,0
Uttar Pradesh,2020,1,117.49,20.51,71.85,0
Madhya Pradesh,2022,7,533.73,30.7,72.02,0
Punjab,2022,11,74.17,29.63,32.23,0
Uttar Pradesh,2021,12,99.45,19.79,58.28,0
Uttar Pradesh,2020,10,50.97,30.0,38.67,0
Madhya Pradesh,2022,6,476.66,35.49,40.62,0
Madhya Pradesh,2023,2,24.6,21.2,87.01,0
Punjab,2023,6,411.28,28.28,36.94,0
Punjab,2021,7,459.82,37.1,83.83,0
Karnataka,2023,11,97.65,19.66,37.31,0
Karnataka,2020,11,16.9,23.66,38.82,0
Uttar Pradesh,2023,9,304.02,26.47,91.29,0
Karnataka,2020,4,95.45,36.37,76.17,0
Maharashtra,2021,11,25.75,34.19,47.88,0
Maharashtra,2020,3,99.48,25.5,94.85,0
Punjab,2022,6,305.42,24.14,90.49,0
Karnataka,2022,1,13.45,33.33,77.15,0
Punjab,2024,12,127.09,39.44,93.41,0
Madhya Pradesh,2022,10,19.14,36.08,72.01,0
Karnataka,2023,8,458.94,20.82,72.26,0
Karnataka,2022,9,592.99,38.06,58.54,0
Maharashtra,2021,5,15.59,25.97,83.72,0
Maharashtra,2021,7,480.6,28.11,33.58,0
Maharashtra,2022,4,69.77,28.32,90.36,0
Karnataka,2024,11,99.75,24.86,64.15,0
Uttar Pradesh,2023,12,19.25,39.4,53.4,0
Maharashtra,2022,5,76.9,25.82,74.36,0
Madhya Pradesh,2021,8,464.89,33.74,47.43,0
Punjab,2021,2,54.19,20.76,72.61,0
Madhya Pradesh,2023,7,215.92,31.15,86.53,0
Maharashtra,2022,11,134.72,27.88,59.85,0
Madhya Pradesh,2021,6,230.79,32.76,83.38,0
Madhya Pradesh,2021,9,297.86,27.27,84.52,0
Karnataka,2024,2,132.8,23.35,65.79,0
Punjab,2021,3,36.95,20.24,89.22,0
Maharashtra,2022,6,528.2,34.72,33.17,0
Punjab,2023,10,128.12,27.64,52.26,0
Punjab,2024,2,86.51,20.01,79.18,0
Madhya Pradesh,2021,3,91.54,22.1,42.24,0
Madhya Pradesh,2020,4,35.79,19.25,68.21,0
Karnataka,2024,6,536.14,18.38,33.19,0
Uttar Pradesh,2022,7,429.11,36.03,51.24,0
Karnataka,2022,1,58.95,31.12,47.82,0
Maharashtra,2022,10,13.73,34.18,70.67,0
Maharashtra,2023,6,432.3,34.32,73.89,0
Karnataka,2024,2,38.82,25.75,38.2,0
Uttar Pradesh,2023,3,28.18,32.88,85.81,0
Karnataka,2022,5,144.78,31.82,41.97,0
Madhya Pradesh,2023,3,24.79,35.88,67.62,0
Karnataka,2023,5,96.56,35.19,75.71,0
Karnataka,2020,1,126.82,19.24,78.59,0
Karnataka,2024,6,540.34,24.29,71.63,0
Karnataka,2022,5,53.98,39.08,32.17,0
Karnataka,2024,12,91.17,21.66,76.29,0
Karnataka,2022,10,34.62,23.18,62.13,0
Uttar Pradesh,2022,4,138.08,22.66,39.38,0
Punjab,2020,4,116.26,29.01,89.27,0
Maharashtra,2023,11,30.53,32.21,45.14,0
Punjab,2023,11,31.95,33.04,68.59,0
Punjab,2022,12,115.68,24.81,59.12,0
Madhya Pradesh,2022,8,362.19,39.65,49.0,0
Karnataka,2021,6,317.93,25.8,66.7,0
Punjab,2022,8,300.93,38.14,47.27,0
Karnataka,2021,12,135.41,20.28,72.68,0
Maharashtra,2020,12,136.98,21.71,92.94,0
Karnataka,2021,4,73.4,38.81,73.99,0
Uttar Pradesh,2024,1,52.22,22.14,49.74,0
Karnataka,2021,11,23.02,21.17,36.8,0
Karnataka,2022,5,69.21,35.5,39.19,0
Punjab,2021,3,28.24,32.16,42.82,0
Madhya Pradesh,2023,3,23.67,21.67,90.04,0
Uttar Pradesh,2023,10,125.01,25.79,72.63,0
Madhya Pradesh,2024,11,85.22,32.9,74.37,0
Maharashtra,2024,12,98.02,23.85,32.54,0
Maharashtra,2024,3,73.78,37.6,67.02,0
Karnataka,2022,2,126.53,39.82,40.64,0
Maharashtra,2021,9,476.71,32.83,93.7,0
Madhya Pradesh,2020,3,147.98,33.11,45.83,0
Punjab,2022,10,121.8,20.35,80.75,0
Uttar Pradesh,2023,12,137.43,26.42,70.99,0
Madhya Pradesh,2020,5,70.22,27.63,50.17,0
Punjab,2024,7,504.85,38.6,91.15,0
Madhya Pradesh,2021,12,34.47,37.24,77.93,0
Karnataka,2020,2,45.4,19.48,47.42,0
Madhya Pradesh,2024,6,564.88,31.93,76.87,0
Maharashtra,2020,10,46.0,33.83,31.83,0
Madhya Pradesh,2020,8,350.13,31.79,39.5,0
Punjab,2022,7,529.2,23.17,72.4,0
Karnataka,2020,11,66.73,31.11,36.98,0
Maharashtra,2021,3,12.37,38.01,47.53,0
Maharashtra,2024,11,124.75,39.99,43.74,0
Maharashtra,2022,11,47.12,32.58,92.75,0
Madhya Pradesh,2023,2,138.21,29.06,81.68,0
Maharashtra,2022,2,29.0,39.5,92.68,0
Madhya Pradesh,2022,10,32.92,24.59,36.51,0
Karnataka,2020,11,48.04,35.95,54.59,0
Madhya Pradesh,2020,4,22.38,25.53,93.79,0
Karnataka,2022,2,98.16,27.16,40.83,0
Madhya Pradesh,2020,4,148.06,36.06,48.3,0
Maharashtra,2022,1,19.81,19.25,37.82,0
Uttar Pradesh,2021,11,91.31,38.43,62.29,0
Madhya Pradesh,2020,5,128.01,27.81,76.06,0
Karnataka,2024,7,492.75,21.83,53.48,0
Uttar Pradesh,2022,8,454.92,19.56,53.5,0
Uttar Pradesh,2022,8,413.92,39.92,60.84,0
Maharashtra,2024,11,124.25,27.51,81.77,0
Punjab,2020,6,438.17,37.51,56.71,0
Uttar Pradesh,2022,3,94.6,31.86,57.13,0
Punjab,2024,11,30.2,20.06,31.08,0
Karnataka,2021,4,132.29,23.2,43.75,0
Madhya Pradesh,2023,6,494.41,25.04,62.89,0
Uttar Pradesh,2024,3,32.75,39.11,85.35,0
Karnataka,2020,10,130.93,26.95,79.55,0
Karnataka,2021,1,30.14,18.19,31.3,0
Karnataka,2022,6,434.64,28.02,63.67,0
Madhya Pradesh,2021,10,11.04,27.3,76.67,0
Maharashtra,2023,9,377.08,34.11,45.15,0
Karnataka,2021,8,525.26,30.95,43.7,0
Madhya Pradesh,2021,11,43.14,31.82,83.95,0
Karnataka,2022,1,68.19,23.68,86.36,0
Maharashtra,2020,2,103.7,27.86,61.71,0
Madhya Pradesh,2020,10,38.6,31.79,53.32,0
Karnataka,2021,12,149.39,28.56,61.58,0
Maharashtra,2023,2,89.22,38.17,82.05,0
Madhya Pradesh,2022,11,73.16,33.81,68.11,0
Madhya Pradesh,2021,7,396.95,22.23,60.16,0
Karnataka,2020,8,298.33,38.13,51.8,0
Punjab,2023,10,143.32,29.73,71.05,0
Madhya Pradesh,2023,4,86.01,20.85,54.43,0
Uttar Pradesh,2020,6,239.66,31.7,59.05,0
Uttar Pradesh,2022,3,118.92,22.85,40.7,0
Punjab,2023,1,66.89,38.38,76.18,0
Punjab,2023,7,367.57,29.38,35.47,0
Madhya Pradesh,2020,11,147.84,32.66,48.55,0
Madhya Pradesh,2020,2,92.01,20.41,92.78,0
Uttar Pradesh,2021,4,34.47,32.26,45.95,0
Uttar Pradesh,2023,10,110.46,35.09,73.77,0
Punjab,2020,7,445.8,37.63,35.11,0
Maharashtra,2022,7,332.37,23.46,94.22,0
Karnataka,2022,4,64.51,34.12,74.51,0
Madhya Pradesh,2023,6,284.83,23.26,48.28,0
Punjab,2020,5,67.56,23.16,31.28,0
Madhya Pradesh,2020,1,133.12,39.24,52.2,0
Karnataka,2021,8,335.4,18.16,74.22,0
Madhya Pradesh,2023,1,125.56,21.23,40.38,0
Madhya Pradesh,2021,6,516.03,31.56,32.92,0
Punjab,2021,10,97.16,24.8,53.97,0
Uttar Pradesh,2024,12,117.76,35.84,56.02,0
Karnataka,2023,2,142.6,26.94,80.17,0
Punjab,2020,6,393.55,37.75,89.0,0
Maharashtra,2021,5,22.24,38.6,83.66,0
Karnataka,2023,10,120.78,22.42,82.33,0
Uttar Pradesh,2021,6,540.05,24.36,91.9,0
Madhya Pradesh,2022,3,16.98,21.3,64.94,0
Punjab,2021,7,430.32,32.19,31.1,0
Karnataka,2020,5,144.45,18.98,39.3,0
Uttar Pradesh,2023,11,11.96,30.47,90.6,0
Karnataka,2020,1,103.23,36.1,30.86,0
Uttar Pradesh,2023,7,416.81,28.11,62.43,0
Uttar Pradesh,2023,8,228.89,33.06,62.71,0
Maharashtra,2021,1,117.12,28.68,39.71,0
Madhya Pradesh,2021,8,459.3,21.79,86.71,0
Karnataka,2022,9,445.25,21.46,92.55,0
Maharashtra,2022,3,82.57,19.6,70.74,0
Maharashtra,2021,7,301.28,35.68,83.16,0
Maharashtra,2020,1,147.05,29.04,59.57,0
Uttar Pradesh,2020,6,501.39,20.91,65.55,0
Madhya Pradesh,2020,12,86.47,19.97,57.17,0
Madhya Pradesh,2021,11,129.46,36.84,36.45,0
Karnataka,2021,11,22.7,23.78,86.86,0
Uttar Pradesh,2020,9,251.56,33.84,36.58,0
Punjab,2023,3,97.24,25.83,81.28,0
Uttar Pradesh,2022,10,42.72,32.06,45.32,0
Uttar Pradesh,2020,12,109.91,37.22,38.24,0
Uttar Pradesh,2021,3,131.32,31.06,38.26,0
Maharashtra,2020,11,69.86,21.54,75.52,0
Madhya Pradesh,2024,7,503.55,20.33,62.9,0
Karnataka,2022,5,124.05,38.6,63.38,0
Maharashtra,2024,7,580.11,29.79,55.62,0
Maharashtra,2024,8,539.28,28.85,60.67,0
Uttar Pradesh,2020,2,78.64,36.63,84.08,0
Madhya Pradesh,2023,2,66.49,25.33,61.98,0
Madhya Pradesh,2020,3,90.19,23.24,81.61,0
Karnataka,2024,7,394.59,25.35,36.94,0
Karnataka,2022,7,295.54,38.88,49.83,0
Maharashtra,2022,6,267.54,28.13,49.96,0
Uttar Pradesh,2024,5,14.92,25.11,65.37,0
Punjab,2024,1,87.24,25.84,59.07,0
Madhya Pradesh,2020,5,145.17,26.3,46.78,0
Uttar Pradesh,2022,3,44.09,28.07,79.37,0
Karnataka,2023,3,38.84,33.6,31.37,0
Madhya Pradesh,2020,5,68.65,35.07,52.02,0
Punjab,2021,4,88.92,22.51,78.23,0
Punjab,2020,12,17.32,36.76,42.88,0
Karnataka,2020,4,132.42,25.76,76.97,0
Uttar Pradesh,2022,10,54.69,37.93,38.23,0
Maharashtra,2024,3,34.99,28.85,35.33,0
Karnataka,2022,11,37.44,38.76,93.47,0
Madhya Pradesh,2024,6,350.5,38.31,65.41,0
Maharashtra,2024,4,47.76,33.45,72.83,0
Uttar Pradesh,2020,3,148.48,23.83,73.68,0
Karnataka,2022,5,17.28,20.5,30.25,0
Karnataka,2021,1,149.92,35.65,81.14,0
Uttar Pradesh,2020,5,81.36,24.6,39.83,0
Madhya Pradesh,2020,2,49.85,26.27,79.16,0
Karnataka,2022,8,415.86,19.7,31.17,0
Uttar Pradesh,2023,3,24.33,27.03,90.66,0
Madhya Pradesh,2021,7,454.96,35.64,60.31,0
Maharashtra,2024,6,344.67,20.38,86.94,0
Maharashtra,2024,5,119.64,21.7,63.3,0
Punjab,2020,11,78.23,31.75,91.5,0
Maharashtra,2022,4,91.17,29.88,33.27,0
Maharashtra,2024,10,18.81,22.12,32.11,0
Madhya Pradesh,2021,9,497.34,33.91,38.84,0
Madhya Pradesh,2020,3,127.05,21.41,49.58,0
Maharashtra,2021,3,44.86,26.19,46.55,0
Maharashtra,2021,8,395.58,26.96,94.13,0
Uttar Pradesh,2021,1,17.83,21.13,33.43,0
Karnataka,2021,7,450.34,19.2,84.37,0
Madhya Pradesh,2024,6,404.78,29.59,66.5,0
Punjab,2024,9,268.33,22.35,50.72,0
Uttar Pradesh,2023,10,93.09,22.62,37.56,0
Maharashtra,2023,5,145.82,18.48,82.18,0
Uttar Pradesh,2022,3,120.32,24.54,38.82,0
Maharashtra,2020,8,258.25,33.34,71.78,0
Madhya Pradesh,2024,11,119.58,38.62,74.98,0
Maharashtra,2022,6,262.34,23.36,84.74,0
Punjab,2020,2,39.3,19.6,75.71,0
Punjab,2020,6,361.01,38.24,72.27,0
Punjab,2024,7,236.17,38.85,46.81,0
Punjab,2024,10,57.21,26.85,33.33,0
Madhya Pradesh,2022,12,79.51,20.71,56.06,0
Uttar Pradesh,2023,2,59.1,35.0,82.21,0
Karnataka,2022,4,31.48,26.06,54.27,0
Maharashtra,2023,6,260.56,35.57,75.97,0
Madhya Pradesh,2021,9,276.15,26.07,36.88,0
Punjab,2023,3,97.95,20.67,94.09,0
Madhya Pradesh,2020,5,119.3,26.59,67.61,0
Punjab,2022,9,564.54,30.19,41.34,0
Maharashtra,2020,5,63.02,36.55,71.87,0
Maharashtra,2021,2,101.1,37.07,88.11,0
Punjab,2021,10,138.77,20.09,65.37,0
Madhya Pradesh,2024,12,113.67,34.65,69.44,0
Maharashtra,2020,12,33.35,35.54,76.81,0
Madhya Pradesh,2022,5,22.06,28.2,41.31,0
Karnataka,2021,8,334.99,18.4,56.02,0
Punjab,2021,10,86.98,31.63,73.13,0
Karnataka,2022,12,127.08,22.74,37.83,0
Punjab,2024,6,540.61,21.45,93.36,0
Punjab,2021,8,537.02,29.02,93.79,0
Karnataka,2020,11,23.63,24.67,71.48,0
Madhya Pradesh,2022,8,340.0,38.42,34.27,0
Maharashtra,2021,4,86.92,31.0,72.43,0
Madhya Pradesh,2020,3,45.79,26.02,84.84,0
Uttar Pradesh,2022,1,37.29,36.19,66.57,0
Uttar Pradesh,2024,2,116.71,33.7,43.49,0
Uttar Pradesh,2023,4,89.63,37.09,58.09,0
Maharashtra,2022,4,145.32,27.95,39.28,0
Punjab,2023,1,64.52,38.94,50.78,0
Punjab,2024,12,131.53,37.39,52.76,0
